数据来源,车辆全称,品牌车系,新车的价格,二手车的成交价,车况校正价,使用年限,车辆评级,车辆大类,车辆小类,车辆属性,城市,行驶里程,残值率,rounded_year
优信拍,丰田 威驰 2014款 1.5 自动 智臻版,丰田-威驰,8.78,1.52,1.74,9.83,差,轿车,小型车,合资,天津,9.25,0.1981776765375854,10.0
有辆,福特 福克斯-两厢 2011款 1.8 手动 舒适型,福特-福克斯,11.48,0.35,0.39,14.33,差,轿车,紧凑型车,合资,深圳,10.5,0.03397212543554,14.0
优信拍,广汽传祺 传祺GS4 2015款 1.3T 自动 200T豪华版,传祺-GS4,13.68,1.36,1.24,9.75,优,SUV,紧凑型车,国产,深圳,9.24,0.0906432748538011,10.0
优信拍,众泰 T600 2015款 1.5T 手动 尊贵型,众泰-T600,9.88,0.48,0.45,9.67,优,SUV,中型车,国产,辽阳,5.94,0.0455465587044534,10.0
优信拍,日产 轩逸 2012款 1.6 手动 XL豪华版,日产-轩逸,12.5,1.3,1.3,11.75,中,轿车,紧凑型车,合资,长沙,18.7,0.104,12.0
优信拍,东风风行 菱智 2014款 2.0 手动 M5 Q3短轴豪华型7座,风行-菱智,8.19,0.24,0.21,9.92,优,MPV,中型车,国产,上海,17.01,0.0256410256410256,10.0
有辆,日产 阳光 2011款 1.5 手动 XL 豪华版,日产-阳光,9.28,0.41,0.45,13.0,差,轿车,紧凑型车,合资,红河哈尼族彝族自治州,12.58,0.0484913793103448,13.0
优信拍,日产 骊威 2013款 1.6 自动 XL豪华版,日产-骊威,9.58,1.34,1.53,11.75,差,轿车,小型车,合资,温州,16.38,0.1597077244258872,12.0
有辆,标致 2008 2014款 1.6 手动 潮流版,标致-2008,8.97,0.68,0.68,10.5,中,SUV,小型车,合资,保定,8.7,0.0758082497212932,10.0
优信拍,现代 索纳塔 2011款 2.0 自动 LUX至尊版,现代-索纳塔,18.99,1.52,1.52,13.67,中,轿车,中型车,合资,北京,10.96,0.0800421274354923,14.0
优信拍,雪佛兰 科鲁兹三厢 2014款 1.6 手动 SL百万纪念版,雪佛兰-科鲁兹,11.55,0.46,0.43,10.83,优,轿车,紧凑型车,合资,郑州,13.46,0.0372294372294372,11.0
有辆,日产 天籁 2008款 2.5 无级 XL 领先版,日产-天籁,22.48,1.2,1.2,15.92,中,轿车,中型车,合资,北京,10.3,0.0533807829181494,16.0
优信拍,起亚 K2三厢 2011款 1.4 手动 GLS,起亚-K2,7.79,0.29,0.26,13.42,优,轿车,小型车,合资,深圳,10.54,0.0333761232349165,13.0
优信拍,铃木 雨燕 2014款 1.3 手动 标准型,铃木-雨燕,5.98,1.12,1.02,9.25,优,轿车,小型车,合资,深圳,6.39,0.1705685618729097,9.0
优信拍,别克 凯越 2015款 1.5 自动 经典型,别克-凯越,9.19,0.8,0.8,9.0,中,轿车,紧凑型车,合资,云浮,8.87,0.0870511425462459,9.0
优信拍,日产 奇骏 2014款 2.5 自动 XL豪华版四驱,日产-奇骏,22.88,3.36,3.36,10.75,中,SUV,紧凑型车,合资,杭州,24.17,0.1468531468531468,11.0
有辆,大众 朗逸 2017款 1.6 手自一体 舒适版,大众-朗逸,13.69,3.1,3.1,7.33,中,轿车,紧凑型车,合资,海口,6.0,0.2264426588750913,7.0
有辆,哈弗 H2s 2018款 1.5T 手动 舒适型蓝标,哈弗-H2,8.4,1.2,1.2,6.83,中,SUV,小型车,国产,海口,8.0,0.1428571428571428,7.0
优信拍,凯迪拉克 ATS-L 2017款 2.0T 自动 28T时尚型,凯迪拉克-ATS,31.88,4.71,4.71,7.58,中,轿车,中型车,合资,天津,12.58,0.147741530740276,8.0
优信拍,日产 奇骏 2014款 2.0L 自动 CVT舒适版 2WD,日产-奇骏,20.98,3.57,3.57,11.0,中,SUV,紧凑型车,合资,深圳,7.22,0.1701620591039084,11.0
优信拍,特斯拉 MODEL 3 2022款 后轮驱动版,特斯拉-Model 3,26.674,11.72,10.72,2.67,优,轿车,中型车,合资,北京,9.12,0.4018894803928919,3.0
优信拍,奔驰 GLK级 2013款 GLK 300 4MATIC 动感天窗型,奔驰-GLK级,43.8,4.5,4.5,10.92,中,SUV,中型车,合资,上海,17.73,0.1027397260273972,11.0
优信拍,奥迪 A4L 2013款 2.0T 自动 40TFSI个性运动型四驱,奥迪-A4,46.96,3.8,4.34,11.33,差,轿车,中型车,合资,中山,13.81,0.092419080068143,11.0
优信拍,日产 轩逸 2012款 1.6 自动 XL豪华版,日产-轩逸,12.08,1.7,1.7,12.5,中,轿车,紧凑型车,合资,咸宁,12.29,0.140728476821192,12.0
优信拍,大众 捷达 2017款 1.5 手动 舒适型,大众-捷达,9.76,1.6,1.83,8.0,差,轿车,紧凑型车,合资,铜仁,12.65,0.1875,8.0
优信拍,起亚 K3 2013款 1.8 自动 Premium,起亚-K3,14.98,1.44,1.44,12.58,中,轿车,紧凑型车,合资,沈阳,14.24,0.096128170894526,13.0
有辆,福特 福睿斯 2015款 1.5 手自一体 时尚型,福特-福睿斯,11.98,1.4,1.4,10.17,中,轿车,紧凑型车,合资,苏州,10.88,0.1168614357262103,10.0
优信拍,丰田 卡罗拉 2011款 1.6 自动 GL天窗版,丰田-卡罗拉,13.88,0.42,0.39,14.92,优,轿车,紧凑型车,合资,石家庄,9.69,0.0280979827089337,15.0
优信拍,启辰 T70 2015款 1.6 手动 睿行版,启辰-T70,8.98,0.8,0.8,8.83,中,SUV,紧凑型车,国产,海口,7.71,0.0890868596881959,9.0
有辆,宝骏 560 2016款 1.8 手动 豪华型,宝骏-560,8.38,0.83,0.83,9.33,中,SUV,紧凑型车,国产,大连,15.0,0.0990453460620525,9.0
有辆,雪佛兰 创酷 2016款 1.4T 手自一体 两驱舒适天窗版,雪佛兰-创酷,12.19,1.59,1.59,8.83,中,SUV,小型车,合资,洛阳,12.0,0.1304347826086956,9.0
优信拍,马自达 马自达6 2012款 2.0 自动 时尚型,马自达-马自达6,15.98,0.46,0.5,13.0,差,轿车,中型车,合资,北京,27.54,0.0312891113892365,13.0
优信拍,奔腾 B50 2011款 1.6 手动 天窗版,奔腾-B50,10.48,0.36,0.33,12.58,优,轿车,紧凑型车,国产,潍坊,18.64,0.0314885496183206,13.0
优信拍,宝马 X1 2020款 1.5T 自动 20Li尊享型前驱,宝马-X1,39.98,8.43,8.43,4.92,中,SUV,紧凑型车,合资,杭州,3.37,0.2108554277138569,5.0
优信拍,日产 阳光 2011款 1.5 手动 XE舒适版,日产-阳光,8.28,0.47,0.51,12.67,差,轿车,紧凑型车,合资,北京,21.78,0.0615942028985507,13.0
优信拍,大众 速腾 2015款 1.6 自动 舒适型,大众-速腾,14.48,3.36,3.36,9.83,中,轿车,紧凑型车,合资,大连,8.03,0.2320441988950276,10.0
优信拍,丰田 汉兰达 2012款 2.7 自动 精英版5座前驱,丰田-汉兰达,32.88,3.65,4.17,11.83,差,SUV,中型车,合资,北京,33.78,0.1268248175182481,12.0
优信拍,本田 CR-V 新能源 2021款 锐·混动e+ 2.0L 睿驰版,本田-CR-V,28.98,12.01,10.99,3.0,优,SUV,紧凑型车,合资,上海,3.35,0.3792270531400966,3.0
优信拍,福特 翼虎 2015款 1.5T 自动 GTDi舒适型前驱,福特-翼虎,18.48,1.4,1.4,10.42,中,SUV,紧凑型车,合资,东莞,11.29,0.0757575757575757,10.0
优信拍,现代 名图 2017款 1.8 自动 智能型GLS,现代-名图,14.98,3.5,3.5,7.5,中,轿车,中型车,合资,上饶,9.76,0.2336448598130841,8.0
优信拍,福特 福睿斯 2015款 1.5 自动 舒适型,福特-福睿斯,10.78,1.35,1.35,10.17,中,轿车,紧凑型车,合资,哈尔滨,13.64,0.1252319109461966,10.0
有辆,吉利 帝豪-三厢 2022款 1.5 无级 尊贵型,吉利-帝豪,8.39,3.06,3.06,3.92,中,轿车,紧凑型车,国产,长春,2.58,0.3647199046483909,4.0
优信拍,丰田 汉兰达 2015款 2.0T 自动 豪华版7座前驱,丰田-汉兰达,28.48,7.06,7.06,10.0,中,SUV,中型车,合资,深圳,13.59,0.2478932584269662,10.0
优信拍,江汽集团 瑞风S5 2013款 2.0 手动 尊贵版,江淮-瑞风,8.98,0.2,0.24,11.42,差,SUV,紧凑型车,国产,宜昌,15.59,0.0267260579064587,11.0
优信拍,岚图汽车 岚图追光 2023款 四驱旗舰版,岚图-追光,35.29,13.42,12.28,1.17,优,轿车,中大型车,国产,武汉,0.99,0.3479739302918673,1.0
优信拍,本田 飞度两厢 2018款 1.5 自动 舒适版,本田-飞度,7.38,3.05,3.05,5.92,中,轿车,小型车,合资,杭州,22.38,0.4132791327913279,6.0
优信拍,奔腾 B70 2022款 第三代 1.5T 自动 悦享型,奔腾-B70,11.39,4.89,4.89,2.5,中,轿车,中型车,国产,哈尔滨,4.4,0.4293239683933274,2.0
优信拍,广汽传祺 传祺GS3 2017款 1.5 自动 150N精英版,传祺-GS3,8.88,1.48,1.69,6.83,差,SUV,小型车,国产,深圳,9.27,0.1903153153153153,7.0
优信拍,大众 高尔夫 2015款 1.4T 自动 豪华型,大众-高尔夫,17.19,3.55,3.55,10.17,中,轿车,紧凑型车,合资,上海,10.86,0.2065154159394996,10.0
有辆,丰田 威驰 2014款 1.5 手动 智尚版,丰田-威驰,8.78,1.24,1.24,11.67,中,轿车,小型车,合资,大连,20.46,0.1412300683371298,12.0
优信拍,大众 朗行 2015款 1.6 自动 舒适型,大众-朗行,13.99,2.0,2.0,9.5,中,轿车,紧凑型车,合资,哈尔滨,21.03,0.1429592566118656,10.0
有辆,本田 飞度 2011款 1.5 自动 豪华版,本田-飞度,10.42,1.23,1.23,13.83,中,轿车,小型车,合资,深圳,9.9,0.118042226487524,14.0
优信拍,宝骏 730 2014款 1.5 手动 舒适型7座,宝骏-730,7.48,0.77,0.7,10.08,优,MPV,紧凑型车,国产,广州,13.15,0.0935828877005347,10.0
优信拍,现代 途胜 2009款 2.0L 自动 两驱天窗型,现代-途胜,18.38,0.46,0.43,16.42,优,SUV,紧凑型车,合资,深圳,15.37,0.0233949945593035,16.0
有辆,日产 骊威 2007款 1.6 手动 GE 全能型,日产-骊威,9.58,0.18,0.18,17.5,中,轿车,小型车,合资,合肥,15.6,0.0187891440501043,18.0
优信拍,吉利汽车 帝豪GS 2016款 1.8 手动 运动版领尚型,吉利-帝豪GS,8.78,1.19,1.36,8.08,差,SUV,紧凑型车,国产,武汉,3.06,0.1548974943052392,8.0
优信拍,广汽传祺 传祺GA8 2017款 2.0T 自动 320T尊享版,传祺-传祺(GA5),21.93,2.65,2.42,7.25,优,轿车,中型车,国产,北京,10.87,0.1103511171910624,7.0
优信拍,奥迪 A4L 2018款 2.0T 自动 30周年年型45TFSI个性运动版四驱,奥迪-A4,36.98,9.01,9.01,7.0,中,轿车,中型车,合资,南昌,10.37,0.2436452136289886,7.0
有辆,雪佛兰 科鲁兹经典 2015款 1.5 手动 SL,雪佛兰-科鲁兹,9.99,0.7,0.7,10.5,中,轿车,紧凑型车,合资,武汉,11.6,0.07007007007007,10.0
有辆,大众 宝来经典 2006款 1.6 自动 豪华版HL,大众-宝来,13.63,0.33,0.37,18.08,差,轿车,紧凑型车,合资,大连,16.5,0.0271460014673514,18.0
有辆,现代 第八代索纳塔 2011款 2.0 手自一体 LUXURY 至尊型,现代-索纳塔,20.39,0.75,0.86,14.42,差,轿车,中型车,合资,宁波,15.58,0.0421775380088278,14.0
优信拍,吉利汽车 帝豪GL 2018款 1.8 自动 精英智联型,吉利-帝豪GL,8.68,1.73,1.73,6.5,中,轿车,紧凑型车,国产,天津,7.39,0.1993087557603686,6.0
有辆,日产 天籁 2021款 2.0 无级 XL 舒适版,日产-天籁,17.98,8.59,8.59,3.33,中,轿车,中型车,合资,佛山,4.91,0.4777530589543937,3.0
优信拍,日产 轩逸 2012款 1.6 自动 XL豪华版,日产-轩逸,12.08,1.73,1.73,12.92,中,轿车,紧凑型车,合资,天津,6.98,0.1432119205298013,13.0
优信拍,奔驰 E级 2020款 2.0T 自动 E300L时尚型,奔驰-E级,46.58,18.16,18.16,5.42,中,轿车,中大型车,合资,北京,14.28,0.3898668956633748,5.0
优信拍,奥迪 A4L 2018款 2.0T 自动 30周年年型45TFSI个性运动版四驱,奥迪-A4,36.98,9.55,9.55,6.67,中,轿车,中型车,合资,上海,9.45,0.2582477014602488,7.0
优信拍,大众 途岳 2019款 1.4T 自动 280TSI舒适版前驱 国V,大众-途岳,18.68,4.36,4.98,6.33,差,SUV,紧凑型车,合资,广州,7.38,0.2665952890792291,6.0
优信拍,五菱汽车 宏光 2010款 1.4L 手动 豪华型,五菱-宏光,6.78,0.33,0.3,13.58,优,MPV,微型车,国产,深圳,12.24,0.0442477876106194,14.0
有辆,大众 朗逸 2015款 1.6 手自一体 舒适版,大众-朗逸,13.69,2.29,2.29,9.83,中,轿车,紧凑型车,合资,长沙,22.4,0.1672753834915997,10.0
有辆,奇瑞 瑞虎 2012款 1.6 手动 DVVT 精英版舒适型(改款),奇瑞-瑞虎,8.98,0.26,0.3,11.42,差,SUV,紧凑型车,国产,烟台,13.3,0.0334075723830734,11.0
有辆,大众 速腾 2012款 1.4TSI 双离合 豪华版,大众-速腾,16.78,1.69,1.69,12.5,中,轿车,紧凑型车,合资,长春,14.7,0.100715137067938,12.0
有辆,日产 天籁 2020款 2.0 无级 XL 舒适版,日产-天籁,18.78,6.91,6.91,4.92,中,轿车,中型车,合资,北京,10.69,0.3679446219382321,5.0
优信拍,宝马 3系 2018款 2.0T 自动 320Li领先型M运动套装,宝马-3系,34.98,9.68,8.86,7.08,优,轿车,中型车,合资,太原,9.66,0.2532875929102344,7.0
优信拍,大众 帕萨特 2011款 1.8T 自动 DSG御尊版,大众-帕萨特,21.58,1.84,1.84,13.75,中,轿车,中型车,合资,北京,12.34,0.0852641334569045,14.0
优信拍,起亚 K3 2013款 1.6 手动 GL,起亚-K3,11.48,0.85,0.85,12.67,中,轿车,紧凑型车,合资,武汉,9.29,0.0740418118466898,13.0
有辆,铃木 天语SX4-两厢 2009款 1.6 自动 运动版,铃木-天语SX4,11.88,0.49,0.53,15.42,差,轿车,紧凑型车,合资,大连,14.8,0.0446127946127946,15.0
有辆,大众 捷达 2013款 1.6 自动 舒适型,大众-捷达,10.83,0.82,0.94,11.83,差,轿车,紧凑型车,合资,烟台,13.4,0.0867959372114496,12.0
优信拍,奇瑞 瑞虎5x 2017款 1.5T 手动 精英型,奇瑞-瑞虎,8.69,1.02,1.17,7.92,差,SUV,小型车,国产,武汉,18.61,0.1346375143843498,8.0
有辆,大众 高尔夫7 2017款 1.4TSI 双离合 230TSI 豪华百万辆纪念版,大众-高尔夫,17.19,3.92,3.92,7.5,中,轿车,紧凑型车,合资,佛山,7.18,0.2280395578824898,8.0
优信拍,宝马 5系 2014款 2.0T 自动 525Li领先型,宝马-5系,46.66,5.46,5.46,9.83,中,轿车,中大型车,合资,盐城,22.44,0.1170167166738105,10.0
有辆,大众 途观 2012款 2.0TSI 手自一体 四驱菁英版,大众-途观,28.68,2.0,2.0,13.25,中,SUV,紧凑型车,合资,泉州,37.0,0.0697350069735007,13.0
有辆,丰田 锐志 2013款 2.5V 手自一体 尚锐版,丰田-锐志,24.28,7.42,7.42,9.92,中,轿车,中型车,合资,佛山,11.12,0.3056013179571664,10.0
优信拍,本田 思域 2021款 1.5T 自动 HATCHBACK 220TURBO新锐控,本田-思域,15.99,6.3,5.76,4.75,优,轿车,紧凑型车,合资,肇庆,3.18,0.3602251407129456,5.0
有辆,标致 408 2014款 1.6THP 手自一体 至尊版,标致-408,18.97,1.3,1.3,10.42,中,轿车,紧凑型车,合资,成都,13.1,0.0685292567211386,10.0
优信拍,大众 POLO两厢 2014款 1.6 自动 豪华版,大众-POLO,11.59,2.21,2.21,9.83,中,轿车,小型车,合资,杭州,6.81,0.1906816220880069,10.0
优信拍,大众 凌渡 2021款 改款 1.4T 自动 280TSI DSG舒适版,大众-凌渡,17.69,7.02,7.02,4.0,中,轿车,紧凑型车,合资,郑州,5.12,0.3968343697003956,4.0
优信拍,别克 英朗三厢 2018款 1.0T 自动 15T精英型,别克-英朗,11.69,1.51,1.51,7.25,中,轿车,紧凑型车,合资,黄冈,10.61,0.1291702309666381,7.0
有辆,丰田 卡罗拉 2019款 1.2T 无级 GL-i精英版,丰田-卡罗拉,12.78,4.5,4.5,4.92,中,轿车,紧凑型车,合资,宁波,3.9,0.352112676056338,5.0
优信拍,广汽传祺 传祺GS4 2015款 1.3T 自动 200T豪华版,传祺-GS4,13.68,1.91,1.91,8.92,中,SUV,紧凑型车,国产,盐城,11.21,0.1396198830409356,9.0
有辆,比亚迪 速锐 2015款 1.5 手动 豪华型,比亚迪-速锐,7.69,0.41,0.41,9.83,中,轿车,紧凑型车,国产,南昌,11.8,0.0533159947984395,10.0
优信拍,本田 雅阁 2021款 2.0L 自动 锐· 锐智·星空限量版混动,本田-雅阁,23.98,8.7,8.7,4.67,中,轿车,中型车,合资,上海,6.29,0.3628023352793995,5.0
优信拍,方程豹 豹5 2023款 领航版,方程豹-豹5,30.98,17.41,17.41,1.0,中,SUV,中型车,国产,广州,0.04,0.5619754680438993,1.0
优信拍,日产 轩逸 2022款 1.6L 自动 XL悦享版,日产-轩逸,14.49,5.5,5.5,3.67,中,轿车,紧凑型车,合资,北京,6.9,0.3795721187025535,4.0
有辆,吉利 帝豪GS 2017款 1.3T 双离合 优雅版 智联型,吉利-帝豪GS,10.88,1.5,1.5,8.17,中,SUV,紧凑型车,国产,临沂,12.8,0.1378676470588235,8.0
优信拍,广汽传祺 传祺GS8 2017款 2.0T 自动 320T 两驱豪华智联版（七座）,传祺-GS8,18.28,4.4,4.4,7.75,中,SUV,中大型车,国产,淄博,15.72,0.2407002188183807,8.0
优信拍,江汽集团 瑞风S3 2014款 1.5 手动 豪华型,江淮-瑞风,6.98,0.7,0.7,10.17,中,SUV,小型车,国产,保定,14.44,0.1002865329512893,10.0
有辆,别克 英朗XT 2013款 1.6 手自一体 时尚版,别克-英朗,14.99,0.8,0.91,12.17,差,轿车,紧凑型车,合资,武汉,15.2,0.0607071380920613,12.0
有辆,大众 CC 2012款 2.0TSI 双离合 至尊版,大众-CC,30.28,2.5,2.5,13.17,中,轿车,中型车,合资,上海,18.55,0.082562747688243,13.0
优信拍,福特 福克斯两厢 2012款 1.6 自动 风尚型,福特-福克斯,13.29,0.7,0.64,10.5,优,轿车,紧凑型车,合资,大连,15.57,0.0481565086531226,10.0
优信拍,本田 缤智 2015款 1.8 自动 豪华版前驱,本田-缤智,16.38,2.13,2.43,10.92,差,SUV,小型车,合资,宁波,14.87,0.1483516483516483,11.0
有辆,比亚迪 S7 2015款 2.0TID 双离合 升级版尊贵型,比亚迪-S7,12.99,1.0,1.0,10.08,中,SUV,中型车,国产,北京,11.57,0.0769822940723633,10.0
有辆,福特 翼虎 2015款 1.5GTDi 手自一体 两驱舒适型,福特-翼虎,19.38,1.3,1.3,10.33,中,SUV,紧凑型车,合资,广州,8.13,0.067079463364293,10.0
优信拍,日产 奇骏 2021款 2.0L 自动 CVT 2WD XL ITS舒适纪念版,日产-奇骏,20.73,7.35,7.35,4.08,中,SUV,紧凑型车,合资,北京,6.34,0.3545586107091172,4.0
有辆,MG MG3 2013款 1.5 序列变速 精英版,MG-MG3,9.47,0.4,0.4,12.58,中,轿车,小型车,国产,长沙,10.5,0.0422386483632523,13.0
优信拍,丰田 卡罗拉 2021款 1.8 自动 先锋版 双擎,丰田-卡罗拉,13.58,5.83,5.33,2.58,优,轿车,紧凑型车,合资,哈尔滨,3.88,0.3924889543446244,3.0
优信拍,丰田 凯美瑞 2015款 2.0 自动 G领先版,丰田-凯美瑞,19.28,5.57,5.57,9.58,中,轿车,中型车,合资,北京,9.05,0.2889004149377593,10.0
优信拍,宝马 3系 2015款 1.6T 自动 316i运动设计套装,宝马-3系,32.18,3.59,3.59,10.0,中,轿车,中型车,合资,上海,13.21,0.1115599751398384,10.0
有辆,大众 帕萨特 2016款 1.8TSI 双离合 330TSI 尊荣版,大众-帕萨特,22.29,4.3,4.91,8.5,差,轿车,中型车,合资,重庆,17.87,0.2202781516375056,8.0
优信拍,丰田 皇冠 2005款 3.0 自动 Royal Saloon,丰田-皇冠,46.84,1.63,1.63,20.0,中,轿车,中大型车,合资,杭州,25.04,0.034799316823228,20.0
优信拍,大众 速腾 2023款 1.5T 自动 300TSI DSG超越版,大众-速腾,15.89,9.05,8.28,1.67,优,轿车,紧凑型车,合资,长春,1.51,0.5210824417872876,2.0
有辆,别克 君威 2010款 2.0 手自一体 世博版,别克-君威,20.39,1.17,1.17,12.92,中,轿车,中型车,合资,昆明,14.57,0.0573810691515448,13.0
优信拍,五菱汽车 宏光 2018款 1.5 手动 S舒适型L2B,五菱-宏光,5.58,1.77,1.77,6.75,中,MPV,微型车,国产,金华,6.07,0.3172043010752688,7.0
优信拍,比亚迪 秦Pro新能源 2018款 1.5T 自动 DM智联锐耀型 混动,比亚迪-秦,14.29,2.15,2.15,7.0,中,轿车,紧凑型车,国产,深圳,1.63,0.1504548635409377,7.0
优信拍,丰田 雷凌 2022款 1.5 自动 TNGA 进取版,丰田-雷凌,13.18,5.22,4.78,2.42,优,轿车,紧凑型车,合资,泰州,1.78,0.362670713201821,2.0
优信拍,大众 帕萨特新能源 2020款 1.4T 自动 430PHEV豪华版 混动 国VI,大众-帕萨特,25.39,7.4,7.4,5.33,中,轿车,中型车,合资,银川,6.32,0.291453328081922,5.0
有辆,丰田 卡罗拉 2007款 1.8 手动 GLX-i,丰田-卡罗拉,15.58,0.47,0.47,18.0,中,轿车,紧凑型车,合资,深圳,44.6,0.0301668806161745,18.0
优信拍,马自达 马自达6 2011款 2.0 自动 豪华型,马自达-马自达6,17.98,1.27,1.27,13.08,中,轿车,中型车,合资,杭州,7.61,0.0706340378197997,13.0
优信拍,丰田 亚洲龙（进口） 2003款 3.0 自动 (进口),丰田-亚洲龙,20.88,1.49,1.7,19.0,差,轿车,中型车,合资,深圳,13.74,0.0814176245210728,19.0
优信拍,方程豹 豹5 2023款 领航版,方程豹-豹5,30.98,16.88,15.45,1.67,优,SUV,中型车,国产,呼和浩特,2.65,0.4987088444157521,2.0
优信拍,日产 轩逸 2007款 2.0 自动 XL天窗版,日产-轩逸,16.78,0.85,0.85,16.75,中,轿车,紧凑型车,合资,沈阳,19.71,0.0506555423122765,17.0
优信拍,大众 朗逸三厢 2013款 1.6 自动 舒适版,大众-朗逸,13.79,1.37,1.37,12.83,中,轿车,紧凑型车,合资,杭州,13.44,0.0993473531544597,13.0
有辆,斯柯达 柯迪亚克 2017款 1.8TSI 双离合 TSI330 两驱豪华版7座,斯柯达-柯迪亚克,22.98,4.4,5.03,7.08,差,SUV,中型车,合资,昆明,8.0,0.2188859878154917,7.0
优信拍,荣威 荣威i5 2019款 1.5 手动 4G互联朗豪版,荣威-i5,8.09,1.05,1.2,6.17,差,轿车,紧凑型车,国产,深圳,6.11,0.1483312731767614,6.0
优信拍,奇瑞 瑞虎5x 2019款 1.5 自动 智享版,奇瑞-瑞虎,8.49,2.58,2.58,6.33,中,SUV,小型车,国产,杭州,8.69,0.303886925795053,6.0
优信拍,日产 轩逸 2022款 1.6L 自动 XL悦享版,日产-轩逸,14.49,5.8,5.8,3.42,中,轿车,紧凑型车,合资,惠州,11.4,0.4002760524499655,3.0
优信拍,本田 雅阁 2016款 2.4 自动 豪华版,本田-雅阁,22.98,6.53,7.46,8.58,差,轿车,中型车,合资,上海,4.84,0.3246301131418624,9.0
优信拍,宝马 X1 2023款 2.0T 自动 sDrive25Li M 运动套装,宝马-X1,33.38,17.2,15.74,1.08,优,SUV,紧凑型车,合资,荆门,0.26,0.4715398442180946,1.0
优信拍,现代 途胜 2015款 1.6T 自动 智能型前驱,现代-途胜,17.99,2.82,3.22,8.0,差,SUV,紧凑型车,合资,长春,8.12,0.178988326848249,8.0
有辆,沃尔沃 S60L 2017款 2.0T 手自一体 T5 智驭版,沃尔沃-S60,27.69,4.89,4.89,9.33,中,轿车,中型车,合资,威海,7.3,0.1765980498374864,9.0
优信拍,别克 君越 2014款 2.0T 自动 智享旗舰型,别克-君越,29.99,1.84,2.1,10.5,差,轿车,中型车,合资,苏州,16.54,0.0700233411137045,10.0
优信拍,大众 桑塔纳 2016款 1.6 手动 舒适版,大众-桑塔纳,10.29,1.99,1.99,7.75,中,轿车,紧凑型车,合资,南京,17.15,0.1933916423712342,8.0
优信拍,比亚迪 秦PLUS 2021款 DM-i 120KM 旗舰型,比亚迪-秦,14.58,3.15,3.15,3.58,中,轿车,紧凑型车,国产,武汉,12.84,0.2160493827160493,4.0
优信拍,本田 雅阁 2011款 2.4 自动 LX,本田-雅阁,24.98,1.96,1.96,13.67,中,轿车,中型车,合资,长春,23.45,0.0784627702161729,14.0
有辆,Jeep 自由光 2016款 2.4 手自一体 专业版,Jeep-自由光,24.98,1.6,1.83,9.75,差,SUV,中型车,合资,海口,15.0,0.0732586068855084,10.0
有辆,丰田 威驰 2008款 1.6 自动 GL-i 特别纪念版,丰田-威驰,10.79,0.84,0.96,16.25,差,轿车,小型车,合资,福州,10.0,0.0889712696941612,16.0
优信拍,福特 福克斯两厢 2012款 1.6 自动 风尚型,福特-福克斯,13.29,1.15,1.31,11.58,差,轿车,紧凑型车,合资,北京,14.24,0.0985703536493604,12.0
优信拍,奥迪 A6L 2016款 2.5 自动 30FSI舒适型,奥迪-A6,44.85,7.76,8.87,9.5,差,轿车,中大型车,合资,武汉,15.74,0.1977703455964325,10.0
优信拍,雪铁龙 天逸 C5 Aircross 2019款 1.8T 自动 400THP尊享型 国VI,雪铁龙-C5,19.99,4.02,4.02,6.08,中,轿车,中型车,合资,荆州,9.8,0.2011005502751375,6.0
有辆,丰田 花冠EX 2011款 1.6 自动 经典版,丰田-花冠,10.58,1.59,1.59,12.83,中,轿车,紧凑型车,合资,深圳,8.77,0.1502835538752363,13.0
优信拍,奇瑞 瑞虎5x 2019款 1.5 自动 智享版,奇瑞-瑞虎,8.49,2.13,2.13,5.92,中,SUV,小型车,国产,东莞,3.25,0.2508833922261484,6.0
优信拍,福特 福克斯两厢 2013款 1.8 自动 经典时尚型,福特-福克斯,11.53,0.8,0.8,11.0,中,轿车,紧凑型车,合资,南京,12.05,0.0693842150910667,11.0
优信拍,本田 雅阁 2014款 2.4 自动 豪华版EX,本田-雅阁,22.98,4.12,4.12,11.67,中,轿车,中型车,合资,哈尔滨,11.88,0.1792863359442993,12.0
优信拍,丰田 卡罗拉 2021款 TNGA 1.5L 自动 CVT先锋版,丰田-卡罗拉,10.98,3.61,3.61,3.92,中,轿车,紧凑型车,合资,东莞,9.77,0.3287795992714025,4.0
有辆,雪铁龙 世嘉-三厢 2009款 1.6 手动 时尚型,雪铁龙-世嘉,10.88,0.31,0.31,15.58,中,轿车,紧凑型车,合资,昆明,13.3,0.0284926470588235,16.0
优信拍,本田 CR-V 2021款 1.5T 自动 240TURBO黑爵士版前驱,本田-CR-V,21.18,12.95,11.85,3.58,优,SUV,紧凑型车,合资,广州,3.92,0.5594900849858356,4.0
优信拍,大众 宝来三厢 2011款 1.4T 自动 舒适型,大众-宝来,14.68,0.49,0.49,15.25,中,轿车,紧凑型车,合资,池州,24.18,0.0333787465940054,15.0
优信拍,哈弗 哈弗H6 2014款 1.5T 手动 运动版精英型前驱,哈弗-H6,13.68,0.77,0.77,10.92,中,SUV,紧凑型车,国产,青岛,9.2,0.0562865497076023,11.0
有辆,雪佛兰 科鲁泽RS 2019款 1.3T 手自一体 330T 畅快版,雪佛兰-科鲁泽,11.49,1.94,2.22,5.33,差,轿车,紧凑型车,合资,西安,11.23,0.1932114882506527,5.0
