brand,series,models,sales_name,guiding_price,level_id,year,vehicle_type_agg,vehicle_size_agg,production_status_agg,idling_year_agg,vehicle_attributes_agg,chassis_code_agg,produced_year_agg
凯迪拉克,XT6,XT6,2.0T 手自一体 28T 7座豪华型,41.97,CGK0920A0006,2020,SUV,中大型车,停产,2020,合资,,2019
凯迪拉克,XT6,XT6,2.0T 手自一体 28T 7座豪华型(改款),41.97,CGK0920A0022,2020,SUV,中大型车,停产,2020,合资,,2020
凯迪拉克,XT6,XT6,2.0T 手自一体 28T 7座豪华运动型至享安全版,43.97,CGK0920A0040,2021,SUV,中大型车,停产,2021,合资,,2020
凯迪拉克,XT6,XT6,2.0T 手自一体 28T 7座风尚型,38.97,CGK0920A0018,2020,SUV,中大型车,停产,2020,合资,,2020
凯迪拉克,XT6,XT6,2.0T 手自一体 28T 四驱豪华型,43.97,CGK0920A0002,2019,SUV,中大型车,停产,2020,合资,,2019
凯迪拉克,XT6,XT6,2.0T 手自一体 28T 四驱豪华运动型,46.97,CGK0920A0003,2019,SUV,中大型车,停产,2020,合资,,2019
凯迪拉克,XT6,XT6,2.0T 手自一体 28T 四驱铂金运动型,54.97,CGK0920A0005,2019,SUV,中大型车,停产,2020,合资,,2019
凯迪拉克,XT6,XT6,2.0T 手自一体 28T 四驱领先运动型,50.97,CGK0920A0004,2019,SUV,中大型车,停产,2020,合资,,2019
凯迪拉克,XT6,XT6,2.0T 手自一体 28T 豪华型,41.97,CGK0920A0001,2019,SUV,中大型车,停产,2020,合资,,2019
凯迪拉克,XT6,XT6 48V,2.0T 手自一体 6座两驱豪华型,42.27,CGK0920A0064,2021,SUV,中大型车,停产,2021,合资,,2021
凯迪拉克,XT6,XT6 48V,2.0T 手自一体 6座四驱尊贵120周年限量版,47.12,CGK0920A0095,2022,SUV,中大型车,停产,2023,合资,,2022
凯迪拉克,XT6,XT6 48V,2.0T 手自一体 6座四驱尊贵型,46.97,CGK0920A0068,2021,SUV,中大型车,停产,2021,合资,,2021
凯迪拉克,XT6,XT6 48V,2.0T 手自一体 6座四驱尊贵型(改款),46.97,CGK0920A0070,2021,SUV,中大型车,停产,2021,合资,,2021
凯迪拉克,XT6,XT6 48V,2.0T 手自一体 6座四驱尊贵行政黑标版,46.99,CGK0920A0129,2025,SUV,中大型车,在产,—,合资,,2025
凯迪拉克,XT6,XT6 48V,2.0T 手自一体 6座四驱豪华120周年限量版,44.82,CGK0920A0094,2022,SUV,中大型车,停产,2023,合资,,2022
凯迪拉克,XT6,XT6 48V,2.0T 手自一体 6座四驱豪华型,44.27,CGK0920A0066,2021,SUV,中大型车,停产,2021,合资,,2021
凯迪拉克,XT6,XT6 48V,2.0T 手自一体 6座四驱豪华型,44.97,CGK0920A0076,2022,SUV,中大型车,在产,—,合资,,2021
凯迪拉克,XT6,XT6 48V,2.0T 手自一体 6座四驱豪华型标准版,44.67,CGK0920A0089,2022,SUV,中大型车,在产,—,合资,,2022
凯迪拉克,XT6,XT6 48V,2.0T 手自一体 6座四驱豪华行政经典版,44.99,CGK0920A0128,2025,SUV,中大型车,在产,—,合资,,2025
凯迪拉克,XT6,XT6 48V,2.0T 手自一体 6座四驱铂金120周年限量版,55.42,CGK0920A0096,2022,SUV,中大型车,停产,2023,合资,,2022
凯迪拉克,XT6,XT6 48V,2.0T 手自一体 6座四驱铂金型,55.27,CGK0920A0069,2021,SUV,中大型车,停产,2021,合资,,2021
凯迪拉克,XT6,XT6 48V,2.0T 手自一体 6座四驱铂金型黑钻版,48.57,CGK0920A0114,2023,SUV,中大型车,停产,2023,合资,,2023
凯迪拉克,XT6,XT6 48V,2.0T 手自一体 6座四驱铂金行政黑标版,50.99,CGK0920A0130,2025,SUV,中大型车,在产,—,合资,,2025
凯迪拉克,XT6,XT6 48V,2.0T 手自一体 6座四驱风尚120周年限量版,41.42,CGK0920A0092,2022,SUV,中大型车,停产,2023,合资,,2022
凯迪拉克,XT6,XT6 48V,2.0T 手自一体 6座四驱风尚型,41.27,CGK0920A0062,2021,SUV,中大型车,停产,2021,合资,,2021
凯迪拉克,XT6,XT6 48V,2.0T 手自一体 7座两驱豪华型,42.27,CGK0920A0065,2021,SUV,中大型车,停产,2021,合资,,2021
凯迪拉克,XT6,XT6 48V,2.0T 手自一体 7座两驱风尚型,39.27,CGK0920A0061,2021,SUV,中大型车,停产,2021,合资,,2021
凯迪拉克,XT6,XT6 48V,2.0T 手自一体 7座四驱豪华120周年限量版,44.82,CGK0920A0093,2022,SUV,中大型车,停产,2023,合资,,2022
凯迪拉克,XT6,XT6 48V,2.0T 手自一体 7座四驱豪华型,44.27,CGK0920A0067,2021,SUV,中大型车,停产,2021,合资,,2021
凯迪拉克,XT6,XT6 48V,2.0T 手自一体 7座四驱豪华型,44.97,CGK0920A0077,2022,SUV,中大型车,在产,—,合资,,2021
凯迪拉克,XT6,XT6 48V,2.0T 手自一体 7座四驱豪华型标准版,44.67,CGK0920A0090,2022,SUV,中大型车,在产,—,合资,,2022
凯迪拉克,XT6,XT6 48V,2.0T 手自一体 7座四驱风尚120周年限量版,41.42,CGK0920A0091,2022,SUV,中大型车,停产,2023,合资,,2022
凯迪拉克,XT6,XT6 48V,2.0T 手自一体 7座四驱风尚型,41.27,CGK0920A0063,2021,SUV,中大型车,停产,2021,合资,,2021
凯迪拉克,XTS,XTS,2.0T 手自一体 28T 典雅型,36.99,CGK0420A0005,2013,轿车,中大型车,停产,2014,合资,,2013
凯迪拉克,XTS,XTS,2.0T 手自一体 28T 技术型,29.99,CGK0420A0071,2018,轿车,中大型车,停产,2020,合资,,2017
凯迪拉克,XTS,XTS,2.0T 手自一体 28T 技术型,34.99,CGK0420A0055,2016,轿车,中大型车,停产,2016,合资,,2015
凯迪拉克,XTS,XTS,2.0T 手自一体 28T 科技型,39.99,CGK0420A0006,2013,轿车,中大型车,停产,2014,合资,,2013
凯迪拉克,XTS,XTS,2.0T 手自一体 28T 精英型,31.99,CGK0420A0072,2018,轿车,中大型车,停产,2020,合资,,2017
凯迪拉克,XTS,XTS,2.0T 手自一体 28T 精英型,36.99,CGK0420A0048,2015,轿车,中大型车,停产,2016,合资,,2015
凯迪拉克,XTS,XTS,2.0T 手自一体 28T 精英型,37.99,CGK0420A0002,2013,轿车,中大型车,停产,2014,合资,,2013
凯迪拉克,XTS,XTS,2.0T 手自一体 28T 舒适型,34.99,CGK0420A0001,2013,轿车,中大型车,停产,2014,合资,,2013
凯迪拉克,XTS,XTS,2.0T 手自一体 28T 舒适型/真皮选装版,34.99,CGK0420A0031,2015,轿车,中大型车,停产,2016,合资,,2014
凯迪拉克,XTS,XTS,2.0T 手自一体 28T 豪华型,35.99,CGK0420A0073,2018,轿车,中大型车,停产,2020,合资,,2017
凯迪拉克,XTS,XTS,2.0T 手自一体 28T 豪华型,40.99,CGK0420A0049,2015,轿车,中大型车,停产,2016,合资,,2015
凯迪拉克,XTS,XTS,2.0T 手自一体 28T 豪华型,41.99,CGK0420A0003,2013,轿车,中大型车,停产,2014,合资,,2013
凯迪拉克,XTS,XTS,2.0T 手自一体 28T 铂金版,47.99,CGK0420A0050,2015,轿车,中大型车,停产,2016,合资,,2015
凯迪拉克,XTS,XTS,2.0T 手自一体 28T 铂金版,49.99,CGK0420A0020,2014,轿车,中大型车,停产,2015,合资,,2014
凯迪拉克,XTS,XTS,2.0T 手自一体 28T 领先型,46.99,CGK0420A0004,2013,轿车,中大型车,停产,2014,合资,,2013
凯迪拉克,XTS,XTS,3.6 手自一体 36S 铂金版,56.99,CGK0436A0001,2013,轿车,中大型车,停产,2014,合资,,2012
凯迪拉克,赛威SLS,赛威SLS,2.0T 手自一体 SIDI 精英型,38.88,CGK0320A0001,2011,轿车,中大型车,停产,2013,合资,SGM980,2010
凯迪拉克,赛威SLS,赛威SLS,2.0T 手自一体 SIDI 行政版,48.88,CGK0320A0003,2011,轿车,中大型车,停产,2013,合资,SGM980,2010
凯迪拉克,赛威SLS,赛威SLS,2.0T 手自一体 SIDI 豪华型,43.88,CGK0320A0002,2011,轿车,中大型车,停产,2013,合资,SGM980,2010
凯迪拉克,赛威SLS,赛威SLS,2.0T 手自一体 舒适型,41.88,CGK0320A0007,2012,轿车,中大型车,停产,2013,合资,SGM980,2011
凯迪拉克,赛威SLS,赛威SLS,3.0 手自一体 SIDI 精英版,44.8,CGK0330A0001,2010,轿车,中大型车,停产,2013,合资,SGM980,2009
凯迪拉克,赛威SLS,赛威SLS,3.0 手自一体 SIDI 豪华版,52.8,CGK0330A0002,2010,轿车,中大型车,停产,2013,合资,SGM980,2009
凯迪拉克,赛威SLS,赛威SLS,3.6 手自一体 SIDI 旗舰高性能版,69.8,CGK0336A0009,2010,轿车,中大型车,停产,2012,合资,SGM980,2009
凯迪拉克,赛威SLS,赛威SLS,3.6 手自一体 SIDI 运动高性能版,63.8,CGK0336A0008,2010,轿车,中大型车,停产,2012,合资,SGM980,2009
创维,ET5,ET5,410定制版,15.28,CNT01EVC0009,2021,SUV,中型车,停产,2021,国产,,2021
创维,ET5,ET5,410标准版,16.88,CNT01EVC0010,2021,SUV,中型车,停产,2021,国产,,2021
创维,ET5,ET5,520尊享版,19.88,CNT01EVC0013,2021,SUV,中型车,停产,2021,国产,,2021
创维,ET5,ET5,520舒享版,18.38,CNT01EVC0012,2021,SUV,中型车,停产,2021,国产,,2021
创维,ET5,ET5,520轻享版,16.98,CNT01EVC0011,2021,SUV,中型车,停产,2021,国产,,2021
创维,EV6,EV6,410 出行版,15.28,CNT02EVC0001,2021,SUV,中型车,停产,2022,国产,,2021
创维,EV6,EV6,410 出行版,16.28,CNT02EVC0085,2024,SUV,中型车,停产,2024,国产,,2024
创维,EV6,EV6,410 出行版,16.58,CNT02EVC0023,2022,SUV,中型车,停产,2024,国产,,2022
创维,EV6,EV6,410 定制版,15.28,CNT02EVC0005,2021,SUV,中型车,停产,2021,国产,,2021
创维,EV6,EV6,410 文旅-智达版,23.98,CNT02EVC0051,2023,SUV,中型车,停产,2024,国产,,2023
创维,EV6,EV6,410 文旅智达版,23.98,CNT02EVE0002,2024,SUV,中型车,在产,—,国产,,2024
创维,EV6,EV6,410 智尚版,22.88,CNT02EVC0053,2023,SUV,中型车,停产,2024,国产,,2023
创维,EV6,EV6,410 智达版,23.98,CNT02EVC0080,2023,SUV,中型车,在产,—,国产,,2023
创维,EV6,EV6,410 标准版,16.88,CNT02EVC0006,2021,SUV,中型车,停产,2021,国产,,2021
创维,EV6,EV6,410 港商汇版,23.88,CNT02EVC0045,2023,SUV,中型车,停产,2024,国产,,2023
创维,EV6,EV6,410 精英版,20.98,CNT02EVC0044,2023,SUV,中型车,在产,—,国产,,2023
创维,EV6,EV6,410出行版,16.58,CNT02EVE0003,2025,SUV,中型车,在产,—,国产,,2024
创维,EV6,EV6,430 云充版+,23.98,CNT02EVC0092,2024,SUV,中型车,在产,—,国产,,2024
创维,EV6,EV6,430 极耀版,22.88,CNT02EVE0004,2024,SUV,中型车,在产,—,国产,,2024
创维,EV6,EV6,430 极行版,13.98,CNT02EVC0093,2024,SUV,中型车,在产,—,国产,,2024
创维,EV6,EV6,430极耀版,22.88,CNT02EVE0041,2025,SUV,中型车,在产,—,国产,,2025
创维,EV6,EV6,520 PRO版,24.98,CNT02EVC0004,2021,SUV,中型车,停产,2022,国产,,2021
创维,EV6,EV6,520 PRO版,25.28,CNT02EVC0028,2022,SUV,中型车,停产,2024,国产,,2022
创维,EV6,EV6,520 出行版,16.58,CNT02EVC0010,2021,SUV,中型车,停产,2022,国产,,2021
创维,EV6,EV6,520 出行版,18.58,CNT02EVC0026,2022,SUV,中型车,停产,2024,国产,,2022
创维,EV6,EV6,520 创享版,18.98,CNT02EVC0011,2021,SUV,中型车,停产,2022,国产,,2021
创维,EV6,EV6,520 尊享版,19.88,CNT02EVC0009,2021,SUV,中型车,停产,2021,国产,,2021
创维,EV6,EV6,520 战神版,25.88,CNT02EVC0078,2023,SUV,中型车,停产,2024,国产,,2023
创维,EV6,EV6,520 战神版,30.88,CNT02EVC0087,2024,SUV,中型车,在产,—,国产,,2024
创维,EV6,EV6,520 智能版,19.98,CNT02EVC0003,2021,SUV,中型车,停产,2022,国产,,2021
创维,EV6,EV6,520 智能版,20.58,CNT02EVC0027,2022,SUV,中型车,停产,2024,国产,,2022
创维,EV6,EV6,520 标准版,16.98,CNT02EVC0002,2021,SUV,中型车,停产,2022,国产,,2021
创维,EV6,EV6,520 标准版,17.98,CNT02EVC0025,2022,SUV,中型车,停产,2024,国产,,2022
创维,EV6,EV6,520 欢乐版,16.68,CNT02EVC0024,2022,SUV,中型车,停产,2023,国产,,2022
创维,EV6,EV6,520 神耀版,23.88,CNT02EVE0007,2024,SUV,中型车,在产,—,国产,,2024
创维,EV6,EV6,520 神行版,14.68,CNT02EVC0094,2024,SUV,中型车,在产,—,国产,,2024
创维,EV6,EV6,520 神行版,16.28,CNT02EVE0043,2026,SUV,中型车,在产,—,国产,,2025
创维,EV6,EV6,520 舒享版,18.38,CNT02EVC0008,2021,SUV,中型车,停产,2021,国产,,2021
创维,EV6,EV6,520 荣耀版,15.98,CNT02EVE0005,2024,SUV,中型车,在产,—,国产,,2024
创维,EV6,EV6,520 豪华版,30.68,CNT02EVC0086,2024,SUV,中型车,在产,—,国产,,2024
创维,EV6,EV6,520 轻享版,16.98,CNT02EVC0007,2021,SUV,中型车,停产,2021,国产,,2021
创维,EV6,EV6,520 闪亮版,18.68,CNT02EVE0006,2024,SUV,中型车,在产,—,国产,,2024
创维,EV6,EV6,520 闪耀版,25.98,CNT02EVE0001,2024,SUV,中型车,在产,—,国产,,2024
创维,EV6,EV6,520惜艾尊享版,39.8,CNT02EVE0035,2025,SUV,中型车,在产,—,国产,,2025
创维,EV6,EV6,620 PRO版,27.28,CNT02EVC0022,2022,SUV,中型车,停产,2023,国产,,2022
创维,EV6,EV6,620 PRO版(改款),27.28,CNT02EVC0031,2022,SUV,中型车,停产,2024,国产,,2022
创维,EV6,EV6,620 出行版,19.08,CNT02EVC0019,2021,SUV,中型车,停产,2022,国产,,2022
创维,EV6,EV6,620 智能版,22.58,CNT02EVC0021,2022,SUV,中型车,停产,2024,国产,,2022
创维,EV6,EV6,620 标准版,19.98,CNT02EVC0020,2022,SUV,中型车,停产,2024,国产,,2022
创维,EV6,EV6,620 欢乐版,17.18,CNT02EVC0018,2021,SUV,中型车,停产,2022,国产,,2022
创维,EV6,EV6,AIR+,15.68,CNT02EVC0054,2023,SUV,中型车,停产,2023,国产,,2023
创维,EV6,EV6,PLUS+,18.28,CNT02EVC0055,2023,SUV,中型车,停产,2023,国产,,2023
创维,EV6,EV6,健康高定版,18.98,CNT02EVE0037,2026,SUV,中型车,在产,—,国产,,2025
创维,EV6,EV6,儒商版,25.98,CNT02EVC0052,2023,SUV,中型车,停产,2024,国产,,2023
创维,EV6,EV6,星耀版,24.88,CNT02EVC0057,2023,SUV,中型车,在产,—,国产,,2023
创维,EV6,EV6,智驱版AIR,10.98,CNT02EVE0040,2026,SUV,中型车,在产,—,国产,,2025
创维,EV6,EV6,智驱版MAX,13.98,CNT02EVE0039,2026,SUV,中型车,在产,—,国产,,2025
创维,EV6,EV6,智驱版PRO,12.98,CNT02EVE0038,2026,SUV,中型车,在产,—,国产,,2025
创维,EV6,EV6,智驾版AIR,10.98,CNT02EVE0032,2025,SUV,中型车,在产,—,国产,,2025
创维,EV6,EV6,智驾版MAX,13.98,CNT02EVE0034,2025,SUV,中型车,在产,—,国产,,2025
创维,EV6,EV6,智驾版PRO,12.98,CNT02EVE0033,2025,SUV,中型车,在产,—,国产,,2025
创维,EV6,EV6,臻耀版,25.98,CNT02EVC0077,2024,SUV,中型车,停产,2024,国产,,2024
创维,EV6,EV6,超充版,21.98,CNT02EVC0079,2023,SUV,中型车,在产,—,国产,,2023
创维,EV6,EV6,闪现版+,24.68,CNT02EVE0036,2025,SUV,中型车,在产,—,国产,,2025
创维,EV6,EV6 Ⅱ,430 云充版,23.68,CNT02EVC0089,2024,SUV,中型车,停产,2024,国产,,2024
创维,EV6,EV6 Ⅱ,430 极充版,13.98,CNT02EVC0088,2024,SUV,中型车,停产,2024,国产,,2024
创维,EV6,EV6 Ⅱ,520 智享版,25.18,CNT02EVC0050,2023,SUV,中型车,在产,—,国产,,2023
创维,EV6,EV6 Ⅱ,520 闪充版(改款),16.98,CNT02EVC0091,2024,SUV,中型车,在产,—,国产,,2024
创维,EV6,EV6 Ⅱ,520 闪放版,15.98,CNT02EVC0090,2024,SUV,中型车,在产,—,国产,,2024
创维,EV6,EV6 Ⅱ,AIR,16.5,CNT02EVC0046,2023,SUV,中型车,在产,—,国产,,2023
创维,EV6,EV6 Ⅱ,MAX,25.5,CNT02EVC0048,2023,SUV,中型车,停产,2023,国产,,2023
创维,EV6,EV6 Ⅱ,MAX(改款),23.88,CNT02EVC0056,2023,SUV,中型车,在产,—,国产,,2023
创维,EV6,EV6 Ⅱ,PLUS,19.5,CNT02EVC0047,2023,SUV,中型车,在产,—,国产,,2023
创维,EV6,EV6 Ⅱ,总裁版,28.5,CNT02EVC0049,2023,SUV,中型车,在产,—,国产,,2023
创维,HT-i,HT-i,1.5 无级 115KM V9,29.8,CNT0315C0053,2024,SUV,中型车,在产,—,国产,,2024
创维,HT-i,HT-i,1.5 无级 115KM 冠军版,23.88,CNT0315C0049,2024,SUV,中型车,在产,—,国产,,2024
创维,HT-i,HT-i,1.5 无级 115KM 创业版,23.98,CNT0315C0057,2024,SUV,中型车,在产,—,国产,,2024
创维,HT-i,HT-i,1.5 无级 115KM 周年纪念版,17.18,CNT0315C0023,2023,SUV,中型车,停产,2025,国产,,2023
创维,HT-i,HT-i,1.5 无级 115KM 国创版,29.88,CNT0315C0024,2024,SUV,中型车,在产,—,国产,,2023
创维,HT-i,HT-i,1.5 无级 115KM 尊耀版,22.98,CNT0315C0056,2024,SUV,中型车,停产,2024,国产,,2024
创维,HT-i,HT-i,1.5 无级 115KM 惠耀版,21.98,CNT0315C0046,2024,SUV,中型车,在产,—,国产,,2023
创维,HT-i,HT-i,1.5 无级 115KM 智龙版,23.68,CNT0315C0026,2023,SUV,中型车,停产,2024,国产,,2023
创维,HT-i,HT-i,1.5 无级 115KM 泰道版,25.98,CNT0315C0048,2024,SUV,中型车,在产,—,国产,,2024
创维,HT-i,HT-i,1.5 无级 115KM 福喜顺冠军版,21.98,CNT0315C0015,2022,SUV,中型车,停产,2024,国产,,2023
创维,HT-i,HT-i,1.5 无级 115KM 麟 HT-i,16.98,CNT0315C0016,2022,SUV,中型车,停产,2024,国产,,2023
创维,HT-i,HT-i,1.5 无级 231KM 领航版,31.68,CNT0315C0027,2023,SUV,中型车,停产,2024,国产,,2023
创维,HT-i,HT-i,1.5 无级 仟奕版,23.88,CNT0315C0084,2025,SUV,中型车,在产,—,国产,,2025
创维,HT-i,HT-i,1.5 无级 冠军版,23.88,CNT0315C0022,2023,SUV,中型车,停产,2025,国产,,2023
创维,HT-i,HT-i,1.5 无级 奋斗版PLUS,13.58,CNT0315C0054,2024,SUV,中型车,在产,—,国产,,2024
创维,HT-i,HT-i,1.5 无级 总裁版,24.28,CNT0315C0007,2023,SUV,中型车,停产,2025,国产,,2022
创维,HT-i,HT-i,1.5 无级 总裁版,29.98,CNT0315C0085,2024,SUV,中型车,在产,—,国产,,2025
创维,HT-i,HT-i,1.5 无级 智惠版,14.68,CNT0315C0001,2023,SUV,中型车,停产,2025,国产,,2022
创维,HT-i,HT-i,1.5 无级 智惠版Plus,16.28,CNT0315C0004,2023,SUV,中型车,停产,2025,国产,,2022
创维,HT-i,HT-i,1.5 无级 智行版,15.98,CNT0315C0002,2023,SUV,中型车,停产,2025,国产,,2022
创维,HT-i,HT-i,1.5 无级 智行版Plus,17.58,CNT0315C0005,2023,SUV,中型车,停产,2025,国产,,2022
创维,HT-i,HT-i,1.5 无级 智辉版,25.68,CNT0315C0021,2023,SUV,中型车,停产,2023,国产,,2023
创维,HT-i,HT-i,1.5 无级 智远版,17.28,CNT0315C0003,2023,SUV,中型车,停产,2025,国产,,2022
创维,HT-i,HT-i,1.5 无级 智远版Plus,19.98,CNT0315C0006,2023,SUV,中型车,停产,2025,国产,,2022
创维,HT-i,HT-i,1.5 无级 荣耀版,13.98,CNT0315C0055,2024,SUV,中型车,在产,—,国产,,2024
创维,HT-i,HT-i,1.5 无级 风驰版,21.68,CNT0315C0083,2025,SUV,中型车,在产,—,国产,,2025
创维,HT-i,HT-i,1.5 无级 高原版,25.68,CNT0315C0082,2025,SUV,中型车,在产,—,国产,,2025
创维,HT-i,HT-i,1.5T 自动 健康高定版,17.98,CNT0315A0009,2026,SUV,中型车,在产,—,国产,,2025
创维,HT-i,HT-i,1.5T 自动 智擎版 星云版,11.98,CNT0315A0002,2025,SUV,中型车,停产,2025,国产,,2025
创维,HT-i,HT-i,1.5T 自动 智擎版 星月版,8.98,CNT0315A0001,2025,SUV,中型车,停产,2025,国产,,2025
创维,HT-i,HT-i,1.5T 自动 智擎版 星辰版,13.18,CNT0315A0003,2025,SUV,中型车,停产,2025,国产,,2025
创维,HT-i,HT-i,1.5T 自动 智擎版 超航版,14.58,CNT0315A0004,2025,SUV,中型车,停产,2025,国产,,2025
创维,HT-i,HT-i,1.5T 自动 智擎版 超越版,15.58,CNT0315A0005,2025,SUV,中型车,停产,2025,国产,,2025
创维,HT-i,HT-i,1.5T 自动 超享版,15.58,CNT0315A0012,2026,SUV,中型车,在产,—,国产,,2025
创维,HT-i,HT-i,1.5T 自动 超航版,12.98,CNT0315A0013,2026,SUV,中型车,在产,—,国产,,2025
创维,HT-i,HT-i Ⅱ,1.5 无级 AIR,14,CNT0315C0017,2023,SUV,中型车,在产,—,国产,,2023
创维,HT-i,HT-i Ⅱ,1.5 无级 MAX,23,CNT0315C0019,2023,SUV,中型车,停产,2023,国产,,2023
创维,HT-i,HT-i Ⅱ,1.5 无级 MAX(改款),19.98,CNT0315C0025,2023,SUV,中型车,在产,—,国产,,2023
创维,HT-i,HT-i Ⅱ,1.5 无级 PLUS,17,CNT0315C0018,2023,SUV,中型车,在产,—,国产,,2023
创维,HT-i,HT-i Ⅱ,1.5 无级 奋斗版,12.58,CNT0315C0052,2024,SUV,中型车,在产,—,国产,,2024
创维,HT-i,HT-i Ⅱ,1.5 无级 总裁版,26,CNT0315C0020,2023,SUV,中型车,在产,—,国产,,2023
别克,E4,E4,智享版,18.99,CGB20EVC0001,2023,SUV,中大型车,停产,2025,合资,,2023
别克,E4,E4,臻享版,20.99,CGB20EVC0002,2023,SUV,中大型车,停产,2025,合资,,2023
别克,E4,E4 GS,GS版,21.99,CGB20EVC0003,2023,SUV,中大型车,停产,2025,合资,,2023
别克,E4,E4 GS,GS长续航四驱版,25.99,CGB20EVC0004,2023,SUV,中大型车,停产,2025,合资,,2023
别克,E5,E5,515KM先享版,16.99,CGB19EVE0005,2025,SUV,中大型车,在产,—,合资,,2025
别克,E5,E5,545KM智享版,17.99,CGB19EVE0006,2025,SUV,中大型车,在产,—,合资,,2025
别克,E5,E5,620KM尊享版,18.99,CGB19EVE0007,2025,SUV,中大型车,在产,—,合资,,2025
别克,E5,E5,先锋Pro版,16.99,CGB19EVC0013,2024,SUV,中大型车,停产,2025,合资,,2024
别克,E5,E5,先锋版,16.99,CGB19EVC0006,2023,SUV,中大型车,停产,2025,合资,,2023
别克,E5,E5,智享Pro版,18.89,CGB19EVC0014,2024,SUV,中大型车,停产,2024,合资,,2024
别克,E5,E5,智享标准续航版,20.89,CGB19EVC0003,2023,SUV,中大型车,停产,2024,合资,,2023
别克,E5,E5,智享长续航版,22.29,CGB19EVC0001,2023,SUV,中大型车,停产,2024,合资,,2023
别克,E5,E5,臻享标准续航版,22.59,CGB19EVC0004,2023,SUV,中大型车,停产,2025,合资,,2023
别克,E5,E5,臻享标续影音版,21.19,CGB19EVC0015,2024,SUV,中大型车,停产,2025,合资,,2024
别克,E5,E5,臻享长续航版,23.99,CGB19EVC0002,2023,SUV,中大型车,停产,2024,合资,,2023
别克,E5,E5,艾维亚四驱版,27.89,CGB19EVC0005,2023,SUV,中大型车,停产,2024,合资,,2023
别克,GL6,GL6,1.3T 手自一体 18T 5座互联豪华型,15.49,CGB1413A0011,2019,MPV,中型车,停产,2019,合资,,2018
别克,GL6,GL6,1.3T 手自一体 18T 5座精英型,14.19,CGB1413A0007,2018,MPV,中型车,停产,2018,合资,,2018
别克,GL6,GL6,1.3T 手自一体 18T 5座豪华型,15.29,CGB1413A0008,2018,MPV,中型车,停产,2018,合资,,2018
别克,GL6,GL6,1.3T 手自一体 18T 6座互联尊贵型,16.89,CGB1413A0013,2019,MPV,中型车,停产,2019,合资,,2018
别克,GL6,GL6,1.3T 手自一体 18T 6座互联豪华型,15.79,CGB1413A0012,2019,MPV,中型车,停产,2019,合资,,2018
别克,GL6,GL6,1.3T 手自一体 18T 6座尊贵型,16.69,CGB1413A0003,2018,MPV,中型车,停产,2018,合资,,2017
别克,GL6,GL6,1.3T 手自一体 18T 6座精英型,14.49,CGB1413A0001,2018,MPV,中型车,停产,2018,合资,,2017
别克,GL6,GL6,1.3T 手自一体 18T 6座豪华型,15.59,CGB1413A0002,2018,MPV,中型车,停产,2018,合资,,2017
别克,GL6,GL6 48V,1.3T 手自一体 323T 互联尊贵型,16.99,CGB1413A0051,2021,MPV,中型车,停产,2023,合资,,2020
别克,GL6,GL6 48V,1.3T 手自一体 323T 互联精英型,14.99,CGB1413A0049,2021,MPV,中型车,停产,2023,合资,,2020
别克,GL6,GL6 48V,1.3T 手自一体 323T 互联豪华型,15.99,CGB1413A0050,2021,MPV,中型车,停产,2023,合资,,2020
别克,GL8,GL8 Avenir,2.0T 手自一体,44.99,CGB0220A0005,2017,MPV,中大型车,停产,2019,合资,SGM 358,2016
别克,GL8,GL8 Avenir,2.0T 手自一体 七座亲礼版,45.99,CGB0220A0057,2020,MPV,中大型车,停产,2020,合资,SGM 358,2020
别克,GL8,GL8 Avenir,2.0T 手自一体 六座贤礼版,46.59,CGB0220A0058,2020,MPV,中大型车,停产,2020,合资,SGM 358,2020
别克,GL8,GL8 Avenir,2.0T 手自一体 四座尊礼版,52.99,CGB0220A0059,2020,MPV,中大型车,停产,2020,合资,SGM 358,2020
别克,GL8,GL8 Avenir 48V,2.0T 手自一体 七座亲礼版,46.39,CGB0220A0093,2022,MPV,中大型车,停产,2022,合资,SGM 358,2021
别克,GL8,GL8 Avenir 48V,2.0T 手自一体 七座亲礼版(改款),46.39,CGB0220A0170,2023,MPV,中大型车,停产,2025,合资,SGM 358,2023
别克,GL8,GL8 Avenir 48V,2.0T 手自一体 六座贤礼版,46.99,CGB0220A0094,2022,MPV,中大型车,停产,2022,合资,SGM 358,2021
别克,GL8,GL8 Avenir 48V,2.0T 手自一体 六座贤礼版(改款),47.39,CGB0220A0171,2023,MPV,中大型车,停产,2025,合资,SGM 358,2023
别克,GL8,GL8 Avenir 48V,2.0T 手自一体 四座尊礼版,53.39,CGB0220A0095,2022,MPV,中大型车,停产,2022,合资,SGM 358,2021
别克,GL8,GL8 Avenir 48V,2.0T 手自一体 四座尊礼版(改款),53.39,CGB0220A0172,2023,MPV,中大型车,停产,2024,合资,SGM 358,2023
别克,GL8,GL8 ES 豪华商旅车,2.0T 手自一体 28T 尊享型,32.99,CGB0220A0002,2017,MPV,中大型车,停产,2019,合资,SGM 358,2016
别克,GL8,GL8 ES 豪华商旅车,2.0T 手自一体 28T 旗舰型,39.99,CGB0220A0004,2017,MPV,中大型车,停产,2019,合资,SGM 358,2016
别克,GL8,GL8 ES 豪华商旅车,2.0T 手自一体 28T 舒适型,28.99,CGB0220A0001,2017,MPV,中大型车,停产,2019,合资,SGM 358,2016
